"Instruction","Opcode","Valid 64-bit","Valid 32-bit","Valid 16-bit","Feature Flags","Operand 1","Operand 2","Operand 3","Operand 4","Tuple Type","Description"
"PSUBB mm, mm/m64","LEX.0F.W0 F8 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Subtract packed byte integers in mm/m64 from packed byte integers in mm."
"PSUBD mm, mm/m64","LEX.0F.W0 FA /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Subtract packed doubleword integers in mm/m64 from packed doubleword integers in mm."
"PSUBSB mm, mm/m64","LEX.0F.W0 E8 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Subtract signed packed bytes in mm/m64 from signed packed bytes in mm and saturate results."
"PSUBSW mm, mm/m64","LEX.0F.W0 E9 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Subtract signed packed words in mm/m64 from signed packed words in mm and saturate results."
"PSUBUSB mm, mm/m64","LEX.0F.W0 D8 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Subtract unsigned packed bytes in mm/m64 from unsigned packed bytes in mm and saturate result."
"PSUBUSW mm, mm/m64","LEX.0F.W0 D9 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Subtract unsigned packed words in mm/m64 from unsigned packed words in mm and saturate result."
"PSUBW mm, mm/m64","LEX.0F.W0 F9 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Subtract packed word integers in mm/m64 from packed word integers in mm."
"PUNPCKHBW mm, mm/m64","LEX.0F.W0 68 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Unpack and interleave high-order bytes from mm and mm/m64 into mm."
"PUNPCKHDQ mm, mm/m64","LEX.0F.W0 6A /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Unpack and interleave high-order doublewords from mm and mm/m64 into mm."
"PUNPCKHWD mm, mm/m64","LEX.0F.W0 69 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Unpack and interleave high-order words from mm and mm/m64 into mm."
"PUNPCKLBW mm, mm/m32","LEX.0F.W0 60 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Interleave low-order bytes from mm and mm/m32 into mm."
"PUNPCKLDQ mm, mm/m32","LEX.0F.W0 62 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Interleave low-order doublewords from mm and mm/m32 into mm."
"PUNPCKLWD mm, mm/m32","LEX.0F.W0 61 /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Interleave low-order words from mm and mm/m32 into mm."
"PXOR mm, mm/m64","LEX.0F.W0 EF /r","Valid","Valid","Invalid","MMX","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Bitwise XOR of mm/m64 and mm."
