"Instruction","Opcode","Valid 64-bit","Valid 32-bit","Valid 16-bit","Feature Flags","Operand 1","Operand 2","Operand 3","Operand 4","Tuple Type","Description"
"CMOVC rw, rw/mw","LEX.0F.WX 42 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if carry (CF=1)."
"CMOVE rw, rw/mw","LEX.0F.WX 44 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if equal (ZF=1)."
"CMOVG rw, rw/mw","LEX.0F.WX 4F /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if greater (ZF=0 and SF=OF)."
"CMOVGE rw, rw/mw","LEX.0F.WX 4D /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if greater or equal (SF=OF)."
"CMOVL rw, rw/mw","LEX.0F.WX 4C /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if less (SF!=OF)."
"CMOVLE rw, rw/mw","LEX.0F.WX 4E /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if less or equal (ZF=1 or SF!=OF)."
"CMOVNA rw, rw/mw","LEX.0F.WX 46 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not above (CF=1 or ZF=1)."
"CMOVNAE rw, rw/mw","LEX.0F.WX 42 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not above or equal (CF=1)."
"CMOVNB rw, rw/mw","LEX.0F.WX 43 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not below (CF=0)."
"CMOVNBE rw, rw/mw","LEX.0F.WX 47 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not below or equal (CF=0 and ZF=0)."
"CMOVNC rw, rw/mw","LEX.0F.WX 43 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not carry (CF=0)."
"CMOVNE rw, rw/mw","LEX.0F.WX 45 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not equal (ZF=0)."
"CMOVNG rw, rw/mw","LEX.0F.WX 4E /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not greater (ZF=1 or SF!=OF)."
"CMOVNGE rw, rw/mw","LEX.0F.WX 4C /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not greater or equal (SF!=OF)."
"CMOVNL rw, rw/mw","LEX.0F.WX 4D /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not less (SF=OF)."
"CMOVNLE rw, rw/mw","LEX.0F.WX 4F /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not less or equal (ZF=0 and SF=OF)."
"CMOVNO rw, rw/mw","LEX.0F.WX 41 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not overflow (OF=0)."
"CMOVNP rw, rw/mw","LEX.0F.WX 4B /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not parity (PF=0)."
"CMOVNS rw, rw/mw","LEX.0F.WX 49 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not sign (SF=0)."
"CMOVNZ rw, rw/mw","LEX.0F.WX 45 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if not zero (ZF=0)."
"CMOVO rw, rw/mw","LEX.0F.WX 40 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if overflow (OF=1)."
"CMOVP rw, rw/mw","LEX.0F.WX 4A /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if parity (PF=1)."
"CMOVPE rw, rw/mw","LEX.0F.WX 4A /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Move if parity even (PF=1)."
"CMP r8/m8, r8","LEX.WB 38 /r","Valid","Valid","Valid","","ModRM:r/m (r)","ModRM:reg (r)","","","","Compare r8 with r8/m8."
"CMP rw/mw, rw","LEX.WX 39 /r","Valid","Valid","Valid","","ModRM:r/m (r)","ModRM:reg (r)","","","","Compare rw with rw/mw."
"CMP r8, r8/m8","LEX.WB 3A /r","Valid","Valid","Valid","","ModRM:reg (r)","ModRM:r/m (r)","","","","Compare r8/m8 with r8."
"CMP rw, rw/mw","LEX.WX 3B /r","Valid","Valid","Valid","","ModRM:reg (r)","ModRM:r/m (r)","","","","Compare r/m with rw."
"CMP al, ib","LEX.WN 3C ib","Valid","Valid","Valid","","RAX (r)","ib","","","","Compare ib with AL."
"CMP aw, iw","LEX.WX 3D iw","Valid","Valid","Valid","","RAX (r)","iw","","","","Compare sign-extended iw with AX/EAX/RAX."
"CMP r8/m8, ib","LEX.WB 80 /7 ib","Valid","Valid","Valid","","ModRM:r/m (r)","ib","","","","Compare ib with r8/m8."
"CMP rw/mw, iw","LEX.WX 81 /7 iw","Valid","Valid","Valid","","ModRM:r/m (r)","iw","","","","Compare iw with rw/mw."
"CMP rw/mw, ib","LEX.WX 83 /7 ib","Valid","Valid","Valid","","ModRM:r/m (r)","ib","","","","Compare ib with rw/mw."
"CMPSB psi, pdi","LEX.WB A6 rep","Valid","Valid","Valid","","RDI (r)","RSI (r)","","","","Compare byte at address DS:SI/ESI/RSI with byte at address ES:DI/EDI/RDI; The status flags are set accordingly."
"CMPSD psi, pdi","LEX.WX A7 o32 rep","Valid","Valid","Valid","","RDI (r)","RSI (r)","","","","Compare dword at address DS:SI/ESI/RSI with word at address ES:DI/EDI/RDI; The status flags are set accordingly."
"CMPSQ psi, pdi","LEX.WX A7 o64 rep","Valid","Invalid","Invalid","","RDI (r)","RSI (r)","","","","Compares qword at address DS:RSI with quadword at address ES:RDI and sets the status flags accordingly."
"CMPSW psi, pdi","LEX.WX A7 o16 rep","Valid","Valid","Valid","","RDI (r)","RSI (r)","","","","Compare word at address DS:SI/ESI/RSI with word at address ES:DI/EDI/RDI; The status flags are set accordingly."
"CMPXCHG r8/m8, r8","LEX.0F.WB B0 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","RAX (r, w)","","","Compare AL with r8/m8. If equal, ZF is set and r8 is loaded into r8/m8. Else, clear ZF and load r8/m8 into AL."
"CMPXCHG rw/mw, rw","LEX.0F.WX B1 /r lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","ModRM:reg (r)","RAX (r, w)","","","Compare AX/EAX/RAX with rw/mw. If equal, ZF is set and rw is loaded into rw/mw. Else, clear ZF and load r/m into EAX."
"CMPXCHG16B m128","LEX.0F.W1 C7 /1 lock","Valid","Invalid","Invalid","","ModRM:r/m (r, w)","RDX (r, w)","RAX (r, w)","","","Compare RDX:RAX with m128. If equal, set ZF and load RCX:RBX into m128. Else, clear ZF and load m128 into RDX:RAX."
"CMPXCHG8B m64","LEX.0F.W0 C7 /1 lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","RDX (r, w)","RAX (r, w)","","","Compare EDX:EAX with m64. If equal, set ZF and load ECX:EBX into m64. Else, clear ZF and load m64 into EDX:EAX."
"CPUID","LEX.0F.W0 A2","Valid","Valid","Valid","","","","","","","Returns processor identification and feature information to the EAX, EBX, ECX, and EDX registers, as determined by input entered in EAX (in some cases, ECX as well)."
"CQO","LEX.WX 99 o64","Valid","Invalid","Invalid","","RDX (w)","RAX (r, w)","","","","RDX:RAX:= sign-extend of RAX."
"CRC32 rw, r8/m8","LEX.F2.0F38.WX F0 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Accumulate CRC32 on r8/m8."
"CRC32 rw, rw/mw","LEX.F2.0F38.WX F1 /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","Accumulate CRC32 on r/m."
"CVTPD2PI mm, xmm/m128","LEX.66.0F.W0 2D /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Convert two packed double-precision floating-point values from xmm/m128 to two packed signed doubleword integers in mm."
"CVTPI2PD xmm, mm/m64","LEX.66.0F.W0 2A /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Convert two packed signed doubleword integers from mm/mem64 to two packed double-precision floating-point values in xmm."
"CVTPI2PS xmm, mm/m64","LEX.0F.W0 2A /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Convert two signed doubleword integers from mm/m64 to two single-precision floating-point values in xmm."
"CVTPS2PI mm, xmm/m64","LEX.0F.W0 2D /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Convert two packed single-precision floating-point values from xmm/m64 to two packed signed doubleword integers in mm."
"CVTTPD2PI mm, xmm/m128","LEX.66.0F.W0 2C /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Convert two packer double-precision floating-point values from xmm/m128 to two packed signed doubleword integers in mm using truncation."
"CVTTPS2PI mm, xmm/m64","LEX.0F.W0 2C /r","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","","","","Convert two single-precision floating-point values from xmm/m64 to two signed doubleword signed integers in mm using truncation."
"CWD","LEX.WX 99 o16","Valid","Valid","Valid","","RDX (w)","RAX (r, w)","","","","DX:AX := sign-extend of AX."
"CWDE","LEX.WX 98 o32","Valid","Valid","Valid","","RAX (r, w)","","","","","EAX := sign-extend of AX."
"DAA al","LEX.WN 27","Invalid","Valid","Valid","","RAX (r, w)","","","","","Decimal adjust AL after addition."
"DAS al","LEX.WN 2F","Invalid","Valid","Valid","","RAX (r, w)","","","","","Decimal adjust AL after subtraction."
"DEC rw","LEX.WW 48+r","Invalid","Valid","Valid","","opcode +r (r, w)","","","","","Decrement rw by 1."
"DEC r8/m8","LEX.WB FE /1 lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","","","","","Decrement r8/m8 by 1."
"DEC rw/mw","LEX.WX FF /1 lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","","","","","Decrement r/m by 1."
"DIV r8/m8","LEX.WB F6 /6","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Unsigned divide AX by r8/m8, with result stored in AL := Quotient, AH := Remainder."
"DIV rw/mw","LEX.WX F7 /6","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Unsigned divide DX/EDX/RDX:AX/EAX/RAX by r/m, with result stored in AX/EAX/RAX := Quotient, DX/EDX/RDX := Remainder."
"EMMS","LEX.0F.W0 77","Valid","Valid","Valid","","","","","","","Set the x87 FPU tag word to empty."
"ENTER i16, ib","LEX.WW C8 i16 ib","Valid","Valid","Valid","","imm","ime","RSP (r, w, i)","RBP (r, w, i)","","Create a stack frame with nested pointers for a procedure."
"FXRSTOR64 mem","LEX.0F.W1 AE /1","Valid","Invalid","Invalid","","ModRM:r/m (r, ModRM:[7:6] must not be 11b)","","","","","Restore the x87 FPU, MMX, XMM, and MXCSR register state from m512byte."
"FXSAVE64 mem","LEX.0F.W1 AE /0","Valid","Invalid","Invalid","","ModRM:r/m (w, ModRM:[7:6] must not be 11b)","","","","","Save the x87 FPU, MMX, XMM, and MXCSR register state to m512byte."
"HLT","LEX.WN F4","Valid","Valid","Valid","","","","","","","Halt"
"IDIV r8/m8","LEX.WB F6 /7","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Signed divide AX by r8/m8, with result stored in: AL := Quotient, AH := Remainder."
"IDIV rw/mw","LEX.WX F7 /7","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","Signed divide DX/EDX/RDX:AX/EAX/RAX by r/m, with result stored in AX/EAX/RAX := Quotient, DX/EDX/RDX := Remainder."
"IMUL rw, rw/mw, iw","LEX.WX 69 /r iw","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","iw","","","register := r/m * sign-extended immediate."
"IMUL rw, rw/mw, ib","LEX.WX 6B /r ib","Valid","Valid","Valid","","ModRM:reg (w)","ModRM:r/m (r)","ib","","","register := r/m * sign-extended immediate."
"IMUL rw, rw/mw","LEX.0F.W0 AF /r","Valid","Valid","Valid","","ModRM:reg (r, w)","ModRM:r/m (r)","","","","register := register * r/m."
"IMUL r8/m8","LEX.WB F6 /5","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","AX:= AL * r/m byte."
"IMUL rw/mw","LEX.WX F7 /5","Valid","Valid","Valid","","ModRM:r/m (r)","","","","","DX/EDX/RDX:AX/EAX/RAX := AX/EAX/RAX * r/m."
"IN al, ib","LEX.WB E4 ib","Valid","Valid","Valid","","RAX (w)","ib","","","","Input byte from ib I/O port address into AL."
"IN aw, ib","LEX.WX E5 ib o32","Valid","Valid","Valid","","RAX (w)","ib","","","","Input word from ib I/O port address into EAX."
"IN al, dx","LEX.WB EC","Valid","Valid","Valid","","RAX (w)","RDX (r)","","","","Input byte from I/O port in DX into AL."
"IN aw, dx","LEX.WX ED o32","Valid","Valid","Valid","","RAX (w)","RDX (r)","","","","Input word from I/O port in DX into EAX."
"INC rw","LEX.WW 40+r","Invalid","Valid","Valid","","opcode +r (r, w)","","","","","Increment word register by 1."
"INC r8/m8","LEX.WB FE /0 lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","","","","","Increment r/m byte by 1."
"INC rw/mw","LEX.WX FF /0 lock","Valid","Valid","Valid","","ModRM:r/m (r, w)","","","","","Increment r/m doubleword by 1."
"INSB pdi, dx","LEX.WB 6C rep","Valid","Valid","Valid","","RDI (r)","RDX (r)","","","","Input byte from I/O port in DX into memory location specified in ES:(E)DI or RDI."
"INSD pdi, dx","LEX.WX 6D o32 rep","Valid","Valid","Valid","","RDI (r)","RDX (r)","","","","Input doubleword from I/O port in DX into memory location specified in ES:(E)DI or RDI."
"INSW pdi, dx","LEX.WX 6D o16 rep","Valid","Valid","Valid","","RDI (r)","RDX (r)","","","","Input word from I/O port in DX into memory location specified in ES:(E)DI or RDI."
"INT ib","LEX.WN CD ib","Valid","Valid","Valid","","ib","","","","","Generate software interrupt with vector specified by immediate byte."
"INT1","LEX.WN F1","Valid","Valid","Valid","","","","","","","Generate debug trap."
"INT3","LEX.WN CC","Valid","Valid","Valid","","","","","","","Interrupt 3, trap to debugger."
"INTO","LEX.WN CE","Invalid","Valid","Valid","","","","","","","Interrupt 4, if overflow flag is 1."
"INVD","LEX.0F.W0 08","Valid","Valid","Valid","","","","","","","Flush internal caches; initiate flushing of external caches."
"INVLPG m8","LEX.0F.W0 01 /7","Valid","Valid","Valid","","ModRM:r/m (r, ModRM:[7:6] must not be 11b)","","","","","Invalidate TLB entries for page containing m."
"IRETD","LEX.WX CF o32","Valid","Valid","Valid","","","","","","","Interrupt return (32-bit operand size)."
"IRETQ","LEX.WX CF o64","Valid","Invalid","Invalid","","","","","","","Interrupt return (64-bit operand size)."
"IRETW","LEX.WX CF o16","Valid","Valid","Valid","","","","","","","Interrupt return (16-bit operand size)."
"JA rel8","LEX.WN 77 ib","Valid","Valid","Valid","","ib","","","","","Jump short if above (CF=0 and ZF=0)."
"JA relw","LEX.0F.W0 87 iw","Valid","Valid","Valid","","iw","","","","","Jump near if above (CF=0 and ZF=0)."
"JAE rel8","LEX.WN 73 ib","Valid","Valid","Valid","","ib","","","","","Jump short if above or equal (CF=0)."
"JAE relw","LEX.0F.W0 83 iw","Valid","Valid","Valid","","iw","","","","","Jump near if above or equal (CF=0)."
"JB rel8","LEX.WN 72 ib","Valid","Valid","Valid","","ib","","","","","Jump short if below (CF=1)."
"JB relw","LEX.0F.W0 82 iw","Valid","Valid","Valid","","iw","","","","","Jump near if below (CF=1)."
"JBE rel8","LEX.WN 76 ib","Valid","Valid","Valid","","ib","","","","","Jump short if below or equal (CF=1 or ZF=1)."
"JBE relw","LEX.0F.W0 86 iw","Valid","Valid","Valid","","iw","","","","","Jump near if below or equal (CF=1 or ZF=1)."
"JC rel8","LEX.WN 72 ib","Valid","Valid","Valid","","ib","","","","","Jump short if carry (CF=1)."
"JC relw","LEX.0F.W0 82 iw","Valid","Valid","Valid","","iw","","","","","Jump near if carry (CF=1)."
"JCXZ rel8","LEX.WN E3 ib a16","Invalid","Valid","Valid","","ib","","","","","Jump short if CX register is 0."
"JE rel8","LEX.WN 74 ib","Valid","Valid","Valid","","ib","","","","","Jump short if equal (ZF=1)."
"JE relw","LEX.0F.W0 84 iw","Valid","Valid","Valid","","iw","","","","","Jump near if equal (ZF=1)."
"JECXZ rel8","LEX.WN E3 ib a32","Valid","Valid","Valid","","ib","","","","","Jump short if ECX register is 0."
"JG rel8","LEX.WN 7F ib","Valid","Valid","Valid","","ib","","","","","Jump short if greater (ZF=0 and SF=OF)."
"JG relw","LEX.0F.W0 8F iw","Valid","Valid","Valid","","iw","","","","","Jump near if greater (ZF=0 and SF=OF)."
"JGE rel8","LEX.WN 7D ib","Valid","Valid","Valid","","ib","","","","","Jump short if greater or equal (SF=OF)."
"JGE relw","LEX.0F.W0 8D iw","Valid","Valid","Valid","","iw","","","","","Jump near if greater or equal (SF=OF)."
