"Instruction","Opcode","Valid 64-bit","Valid 32-bit","Valid 16-bit","Feature Flags","Operand 1","Operand 2","Operand 3","Operand 4","Tuple Type","Description"
"FNSTCW m16","LEX.WN D9 /7","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Store FPU control word to m2byte without checking for pending unmasked floating-point exceptions."
"FNSTENV mem","LEX.WN D9 /6","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Store FPU environment to m14byte or m28byte without checking for pending unmasked floating- point exceptions. Then mask all floating- point exceptions."
"FNSTSW m16","LEX.WN DD /7","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Store FPU status word at m2byte without checking for pending unmasked floating-point exceptions."
"FNSTSW ax","LEX.WN DF E0","Valid","Valid","Valid","X87","RAX (w)","","","","","Store FPU status word in AX register without checking for pending unmasked floating-point exceptions."
"FPATAN","LEX.WN D9 F3","Valid","Valid","Valid","X87","","","","","","Replace ST(1) with arctan(ST(1)/ST(0)) and pop the register stack."
"FPREM","LEX.WN D9 F8","Valid","Valid","Valid","X87","","","","","","Replace ST(0) with the remainder obtained from dividing ST(0) by ST(1)."
"FPREM1","LEX.WN D9 F5","Valid","Valid","Valid","X87","","","","","","Replace ST(0) with the IEEE remainder obtained from dividing ST(0) by ST(1)."
"FPTAN","LEX.WN D9 F2","Valid","Valid","Valid","X87","","","","","","Replace ST(0) with its approximate tangent and push 1 onto the FPU stack."
"FRNDINT","LEX.WN D9 FC","Valid","Valid","Valid","X87","","","","","","Round ST(0) to an integer."
"FRSTOR mem","LEX.WN DD /4","Valid","Valid","Valid","X87","ModRM:r/m (r)","","","","","Load FPU state from m94byte or m108byte."
"FSAVE mem","LEX.9B.WN DD /6","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Store FPU state to m94byte or m108byte after checking for pending unmasked floating-point exceptions. Then re-initialize the FPU."
"FSCALE","LEX.WN D9 FD","Valid","Valid","Valid","X87","","","","","","Scale ST(0) by ST(1)."
"FSIN","LEX.WN D9 FE","Valid","Valid","Valid","X87","","","","","","Replace ST(0) with the approximate of its sine."
"FSINCOS","LEX.WN D9 FB","Valid","Valid","Valid","X87","","","","","","Compute the sine and cosine of ST(0); replace ST(0) with the approximate sine, and push the approximate cosine onto the register stack."
"FSQRT","LEX.WN D9 FA","Valid","Valid","Valid","X87","","","","","","Computes square root of ST(0) and stores the result in ST(0)."
"FST m32fp","LEX.WN D9 /2","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Copy ST(0) to m32fp."
"FST ST(i)","LEX.WN DD D0+r","Valid","Valid","Valid","X87","opcode +r (w)","","","","","Copy ST(0) to ST(i)."
"FST m64fp","LEX.WN DD /2","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Copy ST(0) to m64fp."
"FSTCW m16","LEX.9B.WN D9 /7","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Store FPU control word to m2byte after checking for pending unmasked floating-point exceptions."
"FSTENV mem","LEX.9B.WN D9 /6","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Store FPU environment to m14byte or m28byte after checking for pending unmasked floating-point exceptions. Then mask all floating-point exceptions."
"FSTP m32fp","LEX.WN D9 /3","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Copy ST(0) to m32fp and pop register stack."
"FSTP m80fp","LEX.WN DB /7","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Copy ST(0) to m80fp and pop register stack."
"FSTP ST(i)","LEX.WN DD D8+r","Valid","Valid","Valid","X87","opcode +r (w)","ST0 (r)","","","","Copy ST(0) to ST(i) and pop register stack.F"
"FSTP m64fp","LEX.WN DD /3","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Copy ST(0) to m64fp and pop register stack."
"FSTSW m16","LEX.9B.WN DD /7","Valid","Valid","Valid","X87","ModRM:r/m (w)","","","","","Store FPU status word at m2byte after checking for pending unmasked floating-point exceptions."
"FSTSW ax","LEX.9B.WN DF E0","Valid","Valid","Valid","X87","RAX (w)","","","","","Store FPU status word in AX register after checking for pending unmasked floating-point exceptions."
"FSUB ST(0), ST(i)","LEX.WN D8 E0+r","Valid","Valid","Valid","X87","ST0 (r, w)","opcode +r (r)","","","","Subtract ST(i) from ST(0) and store result in ST(0)."
"FSUB m32fp","LEX.WN D8 /4","Valid","Valid","Valid","X87","ModRM:r/m (r)","","","","","Subtract m32fp from ST(0) and store result in ST(0)."
"FSUB ST(i), ST(0)","LEX.WN DC E8+r","Valid","Valid","Valid","X87","opcode +r (r, w)","ST0 (r)","","","","Subtract ST(0) from ST(i) and store result in ST(i)."
"FSUB m64fp","LEX.WN DC /4","Valid","Valid","Valid","X87","ModRM:r/m (r)","","","","","Subtract m64fp from ST(0) and store result in ST(0)."
"FSUBP ST(i), ST(0)","LEX.WN DE E8+r","Valid","Valid","Valid","X87","opcode +r (r, w)","ST0 (r)","","","","Subtract ST(0) from ST(i), store result in ST(i), and pop register stack."
"FSUBR ST(0), ST(i)","LEX.WN D8 E8+r","Valid","Valid","Valid","X87","ST0 (r, w)","opcode +r (r)","","","","Subtract ST(0) from ST(i) and store result in ST(0)."
"FSUBR m32fp","LEX.WN D8 /5","Valid","Valid","Valid","X87","ModRM:r/m (r)","","","","","Subtract ST(0) from m32fp and store result in ST(0)."
"FSUBR ST(i), ST(0)","LEX.WN DC E0+r","Valid","Valid","Valid","X87","opcode +r (r, w)","ST0 (r)","","","","Subtract ST(i) from ST(0) and store result in ST(i)."
"FSUBR m64fp","LEX.WN DC /5","Valid","Valid","Valid","X87","ModRM:r/m (r)","","","","","Subtract ST(0) from m64fp and store result in ST(0)."
"FSUBRP ST(i), ST(0)","LEX.WN DE E0+r","Valid","Valid","Valid","X87","opcode +r (r, w)","ST0 (r)","","","","Subtract ST(i) from ST(0), store result in ST(i), and pop register stack."
"FTST","LEX.WN D9 E4","Valid","Valid","Valid","X87","","","","","","Compare ST(0) with 0.0."
"FUCOM ST(i)","LEX.WN DD E0+r","Valid","Valid","Valid","X87","opcode +r (r)","ST0 (r)","","","","Compare ST(0) with ST(i)."
"FUCOMI ST(0), ST(i)","LEX.WN DB E8+r","Valid","Valid","Valid","X87","ST0 (r)","opcode +r (r)","","","","Compare ST(0) with ST(i), check for ordered values, and set status flags accordingly."
"FUCOMIP ST(0), ST(i)","LEX.WN DF E8+r","Valid","Valid","Valid","X87","ST0 (r)","opcode +r (r)","","","","Compare ST(0) with ST(i), check for ordered values, set status flags accordingly, and pop register stack."
"FUCOMP ST(i)","LEX.WN DD E8+r","Valid","Valid","Valid","X87","opcode +r (r)","ST0 (r)","","","","Compare ST(0) with ST(i) and pop register stack."
"FUCOMPP","LEX.WN DA E9","Valid","Valid","Valid","X87","","","","","","Compare ST(0) with ST(1) and pop register stack twice."
"FXAM","LEX.WN D9 E5","Valid","Valid","Valid","X87","","","","","","Classify value or number in ST(0)."
"FXCH ST(i)","LEX.WN D9 C8+r","Valid","Valid","Valid","X87","opcode +r (r, w)","ST0 (r, w)","","","","Exchange the contents of ST(0) and ST(i)."
"FXRSTOR mem","LEX.0F.W0 AE /1","Valid","Valid","Valid","X87","ModRM:r/m (r, ModRM:[7:6] must not be 11b)","","","","","Restore the x87 FPU, MMX, XMM, and MXCSR register state from m512byte."
"FXSAVE mem","LEX.0F.W0 AE /0","Valid","Valid","Valid","X87","ModRM:r/m (w, ModRM:[7:6] must not be 11b)","","","","","Save the x87 FPU, MMX, XMM, and MXCSR register state to m512byte."
"FXTRACT","LEX.WN D9 F4","Valid","Valid","Valid","X87","","","","","","Separate value in ST(0) into exponent and significand, store exponent in ST(0), and push the significand onto the register stack."
"FYL2X","LEX.WN D9 F1","Valid","Valid","Valid","X87","","","","","","Replace ST(1) with (ST(1) * log ST(0)) and pop the register stack."
"FYL2XP1","LEX.WN D9 F9","Valid","Valid","Valid","X87","","","","","","Replace ST(1) with ST(1) * log (ST(0) + 1.0) and pop the register stack."
